日期	问题jira链接+摘要	收集到的信息	产品Agent判断	准确率标注	吴优	状态	复盘后的产品Agent判断	备注	相关文档
2026-07-30	HUR-80876｜【EL】【CC】【0609】【user-debug】【阿拉伯】控制中心、Applist中遮阳帘文言翻译不一致	事实：当前qs_sun_shade与sun_shade_title阿语不同；Jira要求一致，但无客户确认标准词。	结论：多语言翻译负责人确认标准阿语，资源负责人按结论统一。	FALSE		待确认		缺客户确认的标准阿语术语	"Jira原票
J90A LanguageList"
2026-07-30	HUR-80734｜BG20260617000894 【WT】【J90A-EL】【车辆中心】【实车】【静态】【必现】【SWB.007】语言为阿拉伯语，打开露营模	事实：当前LanguageList的camp_exit及相关状态阿语仍混有Rest Mode，与实车一致，问题在文言输入源。	结论：定义为文言翻译需求。翻译负责人替换完整阿语，资源负责人同步后回归。	FALSE		转需求		需明确纯阿语目标和生效包版本	"Jira原票
J90A LanguageList
J90A场景UE"
2026-07-30	HUR-80117｜【EU-PI】【0109分支】【LS】【语音】19：41荷兰语，query“Stel de luchthaven van Frankfurt	事实：HUR现测荷兰语设置公司地址为meta2820拒识；评论称该句式不在现有模板，属于能力新增。	结论：定义为新增语料模板需求。语音产品负责人补荷兰语模板和项目功能点，配置负责人实施。	FALSE		转需求		缺荷兰语模板、标准点和项目点	"Jira原票
Alchemy现测"
2026-07-30	HUR-80107｜【EU-PI】【0109分支】【LS】【语音】17：47挪威语，使用音频：Mazda_NAVI_24，query“hvor er hjemm	事实：HUR现测挪威语查询家庭地址为meta2820拒识；历史指向meta1007，现网项目点与历史定义不一致。	结论：定义为HUR项目配置缺陷。语音配置负责人核对meta1007继承、补挪威语语料并验证TTS。	FALSE		可转语音		需补车端执行和目标TTS回归	"Jira原票
Alchemy现测
关联票HUR-79577"
2026-07-30	HUR-80100｜【EU-PI】【0109分支】【LS】【语音】17:09法语，导航状态，已添加途径点，query“Supprimer des points 	事实：HUR现测法语移除途经点误命中meta1026音乐；历史目标为meta1205，项目结果明显偏离。	结论：定义为HUR法语项目配置缺陷。语音配置负责人映射meta1205并回归多途经点执行与TTS。	FALSE		可转语音		需补车端多途经点执行和目标TTS	"Jira原票
Alchemy现测"
2026-07-30	HUR-79196｜[EL][CC][0904][阿拉伯语] 【真人测试】查询可行驶里程 تحقق من المسافة المقطوعة المتبقية 2	事实：HUR现测阿语续航查询为meta2820拒识；历史命中energy:charging:query后TTS混语，且当前表无mars_soc_state目标。	结论：拆分会诊：语音配置负责人处理拒识；翻译负责人补mars_soc_state阿语目标及包映射。	FALSE		待会诊		同时缺项目识别映射和可验证阿语TTS目标	"Jira原票
Alchemy现测
J90A LanguageList"
2026-07-30	HUR-78542｜【EU-PI】【0109分支】【LS】【语音】17：36西班牙语，播放音频“Mazda_Vehicle_Control_jordi_260”	事实：最新评论确认原测试音频首词被截断，替换完整音频后Cerence复测通过；非功能实现问题。	结论：定义为测试资料问题，可关闭。语音测试负责人替换正确音频并保留完整性校验。	FALSE		可关闭		无功能缺口；需留存正确音频版本	Jira原票
2026-07-30	HUR-72810｜【EU】【OTA3】【0507分支】【top20语音】荷兰14：11+唤醒语音输入：Sluit energiebeheer关闭能量流，未执行	事实：Sluit energiebeheer语义为关闭能量管理，不等于关闭能量流App；产品评论已确认两者不同。	结论：定义为预期翻译错误，可关闭。若要关闭能量流，语音产品负责人另给正确荷兰语并建需求。	FALSE		可关闭		无缺陷阻塞；新语料需另立需求	"Jira原票
Alchemy现测"
2026-07-30	BEO-8444｜[内测问题][镁佳][D587-G][0518分支][中东非][UI检视][法语]新来电等待接听翻译后面有省略号	事实：7月30日最新评论确认法语已在语言清单更新，并要求该Bug关闭、后续HUR-82127跟踪；尚缺实车回归。	结论：定义为输入已修订、待回归。D587G多语言负责人同步目标包并实车验证，通过后关闭。	FALSE		待回归		缺目标包版本和实车回归结果	"Jira原票
D587G文言表
关联票HUR-82127"
2026-07-31	PC-38749｜预约充电弹窗未按设计还原	"现象：当前预约充电弹窗只有起止时间和保存，Jira设计截图还显示“充满后停止”和取消；研发备注该修改涉及UE流程变化。[Jira原票]
正式UE：C673 UE v7.2、C385MCA/C673ICA UE v2.2均能定位“充满后停止”；C385 UE EV v7.8（文件名v7.7）可定位预约充电，但未检索到“充满后停止”。
功能定义：车辆设置功能定义V1.4覆盖预约充电，但业务流程仍标记“待修改”。
关联：汇总票PC-36946只负责8155 DP4.0 UIUE走查归集，未定义本票目标车型或目标UE。"	"结论：本票不能按“全部车型统一还原”直接转研发；C673 v7.2与C385MCA/C673ICA v2.2正式UE均定义了“充满后停止”，但C385当前页EV v7.8（文件名v7.7）未检索到该元素，且车辆设置功能定义V1.4将预约充电业务流程标为“待修改”。
依据：Jira原票、C673 UE v7.2、C385MCA/C673ICA UE v2.2、C385 UE EV v7.8（文件名v7.7）、车辆设置功能定义V1.4。
处理：吴优先让测试确认复现车型/配置，并由车辆设置产品负责人指定该车型生效UE页；确认属于C673或C385MCA/C673ICA目标后，再转Android-General研发按生效UE还原预约充电弹窗。"	FALSE		待复核		阻塞点：Jira车型为All，附件未标实际车型；三份正式车型UE对“充满后停止”的定义不一致，且功能定义流程待修改。车型/配置与生效UE页确认前不转研发。	"Jira原票
C673 UE v7.2
C385MCA/C673ICA UE v2.2
C385 UE EV v7.8（文件名v7.7）
车辆设置功能定义V1.4
关联汇总PC-36946"
2026-07-31	ADS-47846｜创建记忆账号语料误入DEEPAL AI	"现象：Jira原票记录“申请记忆账号/开一个记忆账号”未进入记忆空间创建流程。
正式目标：记忆空间PRD V0.6明确两句语料应进入Deepal AI APP记忆空间；无记忆ID进入创建页，有记忆ID进入账号信息页。
当前实现：Alchemy当前核验显示“申请记忆账号”命中1919不支持，“开一个记忆账号”命中1305+1876；标准功能1305是打开页面/APP，标准功能1876是账号自动记忆，深蓝项目功能3205仍为草稿。"	"结论：产品预期确认：“申请记忆账号”或“开一个记忆账号”应进入Deepal AI APP的记忆空间；无记忆ID进入创建页，有记忆ID进入账号信息页，不应落入DEEPAL AI闲聊或“账号自动记忆”。
依据：Jira原票、记忆空间PRD V0.6、Alchemy当前核验
处理：按上述预期修正两句语料的落域和功能点映射；MegaClaw语音研发处理。"	FALSE		可转语音		产品预期已确认；按记忆ID有无分别进入创建页或账号信息页。	"Jira原票
记忆空间PRD V0.6
Alchemy当前核验
标准功能1305
标准功能1876
深蓝项目功能3205"
2026-07-31	ADS-48057｜隐私未同意时打开情景模式播通用TTS	"现象：Jira原票记录未同意情景模式隐私政策时，语音打开露营/小憩模式回复“好的，正在为你打开”。
实际：附件视频显示“打开露营模式”后只拉起情景模式隐私协议页，未直接激活露营模式。
正式目标：智能情景模式V4.9支持语音打开露营/小憩；满足前置条件并成功开启后才进入模式激活流程，且已删除无系统需求输入的专用语音反馈内容。
语音核验：Alchemy当前核验中“打开露营模式”命中1919车型无此功能兜底，与实车已打开协议页不一致，但不改变本票对隐私门禁和TTS的产品判断。"	"结论：产品预期确认：未同意情景模式隐私政策时，语音“打开露营/小憩模式”只需拉起情景模式隐私协议页，不直接激活模式；页面成功打开后播“好的，正在为你打开”符合预期，无需新增专用TTS。
依据：Jira原票、附件视频、智能情景模式V4.9、Alchemy当前核验
处理：按“打开协议页但不激活模式”修改测试预期并关闭本Bug；吴优产品负责人处理。"	FALSE		可关闭		附件视频已验证仅拉起协议页、未激活模式；V4.9无该场景专用TTS需求。	"Jira原票
附件视频
智能情景模式V4.9
Alchemy当前核验"
2026-08-04	ADS-47871｜沿途服务区指令被Claw拦截后超时关闭	"现象：Jira原票记录“重庆主城到四面山的沿途服务区”超时关闭对话；等待时长由10秒改为60秒后内部实车20次通过，但客户回归附件仍失败。最新评论确认Claw POI Agent当前不支持沿途搜索。
正式定义：沿途搜索标准功能1005明确在导航状态下搜索路线沿途地址；深蓝项目功能24549已继承且未修改。Alchemy当前核验对原话下发1209生成重庆主城到四面山路线，再下发1005沿途搜索“服务区”。
范围：POI推荐PRD V0.8定义推荐类模糊意图，未定义本票沿途搜索，不能据此改走Claw自由推荐；关联票ST-65870为通用归集票。"	"结论：产品预期确认：“重庆主城到四面山的沿途服务区”应先生成路线，再按meta_id=1005搜索并展示路线沿途服务区列表；不得因Claw暂不支持沿途搜索而超时关闭对话。
依据：Jira原票、客户回归附件、沿途搜索标准/深蓝项目功能点、Alchemy当前核验
处理：移除该指令的Claw抢占并按现有1209+1005功能链执行；语音在线仲裁/DS研发处理。"	FALSE		可转语音		现有深蓝项目功能24549已继承meta_id=1005且未修改；客户回归失败属于执行路由缺陷，不是新增能力。	"Jira原票
客户回归视频
沿途搜索标准功能1005
深蓝项目功能24549
Alchemy当前核验
POI推荐PRD V0.8
关联票ST-65870"
2026-08-04	ADS-48181｜风力查询只返回晴雨，湿度气压范围混入同票	"现象：Jira原票及日志评论记录C673-7在SWC.3.19分别询问“现在风力几级”“今天湿度大吗”“现在气压多少”，三条均只回复常规晴雨内容；两段复现视频和VOS风力链路可复核。
正式定义：天气PRD与查询天气现象标准功能1975、深蓝项目功能26750均逐字支持“风力是多大”，项目继承未修改。
平台现状或规则空白：Alchemy当前核验三句均落meta_id=1975；风力为canonical=wind，湿度为humidity，气压canonical为空。Jira范围评论称三项均无需求，与正式风力定义冲突；湿度、气压当前无正式回复字段。"	"结论：产品预期确认：风力查询属于现有功能，车端仅回复晴雨是缺陷；湿度、气压未在现行PRD/功能点定义回复内容，不纳入本票Bug验收。
依据：Jira原票及日志/视频、天气PRD、查询天气现象标准/深蓝项目功能点、Alchemy当前核验。
处理：按meta_id=1975修复“现在风力几级”返回风力等级并做C673-7实车回归；语音天气DS研发处理。"	FALSE		可转研发		本票只按现行正式定义修复风力。湿度、气压如客户要求支持，另立需求补齐数据源、TTS/卡片字段及时间地点边界。Jira车型字段C385-2与标题/VIN C673-7冲突，回归按标题/VIN和SWC.3.19执行。	"Jira原票
Jira日志评论
Jira范围评论
Alchemy截图附件
复现视频16
复现视频17
VOS风力链路
天气PRD深蓝8155&8295
查询天气现象标准功能1975
深蓝项目功能26750
Alchemy当前核验"
2026-08-04	ADS-47900｜蓝牙电话静音误落通用音量通道	"现象：Jira原票的Alchemy截图显示query‘蓝牙电话静音’被识别为meta_id=1188、vehicle:audio:volume:mute；channel仅有literal=蓝牙电话，canonical为空。功能点评论指出1188不是蓝牙电话功能点，通道确认评论明确现有枚举没有蓝牙电话通道。
正式定义：C673蓝牙电话功能定义V0.8中的静音是通话界面麦克风静音开关；AIS语音蓝牙电话PRD v2.7未定义该语音说法。
平台现状或规则空白：VOS标记与Alchemy当前均跳转SSO，未完成1188标准功能、深蓝项目功能及继承链核验。"	"结论：待复核；现行语音蓝牙电话PRD未定义‘蓝牙电话静音’，C673蓝牙电话定义中的静音仅指通话界面的麦克风静音，不是音源通道；当前下发meta_id=1188且channel规范值为空，不能按‘蓝牙电话音源静音’交付。
依据：Jira原票、功能点评论、通道确认评论及截图；C673蓝牙电话定义与AIS语音蓝牙电话PRD；当前Alchemy登录失效，1188标准/深蓝项目功能点未完成核验。
处理：语音产品/Alchemy配置负责人恢复平台后核验1188继承链，并先将该话术从通用音量通道匹配中隔离；如要支持，另立需求定义仅通话中映射麦克风静音/取消静音的独立功能点、状态、TTS与异常兜底。"	FALSE		待复核		不是补‘蓝牙电话音源通道’：正式定义中的静音对象是通话麦克风。Alchemy恢复后先核验1188标准/深蓝项目功能点；现有需求未覆盖该语音控制，若新增支持需另立需求并限定通话中场景。	"Jira原票
Jira功能点评论
Jira通道确认评论
Alchemy截图附件
VOS标记链接
C673蓝牙电话功能定义V0.8
AIS语音蓝牙电话产品需求文档v2.7"
2026-08-04	ADS-48158｜退出洗车后视镜未固定展开	"现象：Jira原票记录C673-7后视镜预先折叠，开启并退出洗车模式后仍保持折叠；客户期望退出后固定展开。唯一评论追溯历史实现；复现视频、ASC日志可复核现象。
正式定义缺口：当前智能情景模式V4.9只定义进入自动折叠、模式内可再展开/折叠及退出条件；C673车辆设置V6.1也未定义洗车退出后视镜状态。
评论与历史实现：历史票SLV-7292、移植Story ADS-1464、移植任务ADS-1469、接口封装ADS-1493的最终验收和8295移植均按‘进入保存、退出恢复进入前状态’。未检索到C673-7生效UE/独立子PRD补充退出条款。"	"结论：待复核；C673/C673-7现行智能情景模式V4.9只定义进入洗车模式自动折叠、模式内允许再次展开/折叠，未定义退出后视镜必须固定展开；历史SLV-7292及8295移植验收均按‘恢复进入前状态’，因此本票当前表现不能直接判为实现缺陷。
依据：Jira原票、唯一评论、智能情景模式V4.9、C673车辆设置V6.1、SLV-7292、ADS-1464、ADS-1469、ADS-1493；未检索到C673-7生效UE或独立子PRD的退出后视镜条款。
处理：确认前维持‘退出恢复进入前状态’，不转研发修改；智能情景模式产品负责人补齐退出条款。若C673-7要求退出固定展开，则另立需求，明确车型/版本、模式内用户改动后的退出策略及回归用例。"	FALSE		待复核		客户用例完整，无需补基础复现资料。阻塞点是正式目标缺失：需补齐退出时固定展开/恢复进入前状态/保持模式内最后状态三选一；确认前不改现有恢复原状态逻辑。另：Jira Fix Version写C385-5，与标题/VIN C673-7不一致。	"Jira原票
Jira唯一评论
复现视频
ASC日志
压缩日志
智能情景模式功能定义V4.9
C673车辆设置功能定义V6.1
历史原始票SLV-7292
8295移植Story ADS-1464
8295移植任务ADS-1469
接口封装任务ADS-1493"
2026-08-05	HUR-82442｜阿联酋道路限速140时120超速报警被称持续播报	"现象：J90A-EL阿联酋预生产车在道路限速140、车速约124时出现‘120km/h超速’文字和声音；测试称持续播报。截图只证明文字报警；日志在13:51:23和13:54:15各记录一次OverSpeed120请求，相隔约3分钟，未证明连续声音请求。[Jira原票][Jira截图与日志评论]
正式目标：J90A-EL V1.6功能清单对GCC/UAE搭载120km/h指示灯、文字和声音报警；I102 V1.5规定指示车速>120显示文字+图片，低于118或OFF取消；声音规范V3.4规定单次响10声，信号持续超过10秒在第10秒停止。[EL功能清单V1.6][文字报警V1.5][报警提示音V3.4]
限制：外部HUR-49712要求登录，无法读取其视频/评论；现有日志没有覆盖两次之间车速是否低于118，故不能判断第二次是正常再触发还是异常重复。发布说明虽列入SWC.00.1计划修复，但未定义修改目标。[外部HUR-49712][EL发布说明V1.3]"	"结论：待复核；道路限速140不影响J90A-EL UAE/GCC固定120km/h报警，超过120触发文字、图标和单次10声属于产品预期；但若同一次超速条件未解除仍超过10秒连续播报，或未降到118km/h以下即再次触发，则属于报警重复缺陷。
依据：Jira原票、EL功能清单V1.6、文字报警V1.5、报警提示音V3.4。
处理：测试负责人朱翔宇补充13:51-13:55连续音视频和同步车速轨迹，或开放外部HUR-49712内容；QNX-IC Apps研发提供两次OverSpeed120之间的车速/信号翻转。确认单次不超过10声且第二次经过解除再触发后关闭，否则转QNX-IC Apps修复。"	FALSE		待复核		产品目标已明确：UAE/GCC固定120报警与道路限速无关；单次声音10声、最多10秒。当前仅缺本次声音时长和两次请求间是否低于118/信号解除的证据，补齐后只在‘关闭’与‘转QNX-IC Apps修复’之间二选一。	"Jira原票
外部HUR-49712
EL功能清单V1.6
文字报警V1.5
报警提示音V3.4
EL发布说明V1.3"
2026-08-06	PC-39051｜语音将高架路线误执行为高速优先	"现象：VOS日志56995在18:02:36-18:02:55记录‘我要走高架路线’先回复已切换高速优先，随后‘切换到高架路线’又回复路线偏好不支持高架路线；Jira无评论、无附件、无直接关联票。[Jira原票][VOS日志56995·18:02:36-18:02:55]
当前语音：Alchemy在线对话BIGSUR对原话‘我要走高架路线’下发meta_id 1023，route_preference的literal=走高架、canonical=expressway_first。[Alchemy在线对话·BIGSUR·‘我要走高架路线’]
正式定义：C385&673导航UE V0.6的‘地图设置→01 设置→路线设置’仅列躲避拥堵、避免收费、不走高速、高速优先；Alchemy标准功能1450和深蓝项目功能24569确认meta_id 1023为设置地图偏好项，项目继承未修改。[C385&673导航UE V0.6·地图设置→01 设置→路线设置][Alchemy标准功能1450/深蓝项目功能24569]"	"结论：定义为语音NLU映射缺陷；‘高架路线’不属于C385/C673路线偏好，不能映射为‘高速优先’。
依据：C385&673导航UE V0.6‘地图设置→01 设置→路线设置’仅列躲避拥堵、避免收费、不走高速、高速优先；Alchemy标准功能1450/深蓝项目功能24569为meta_id 1023设置地图偏好项且项目继承未修改；Alchemy在线对话BIGSUR对‘我要走高架路线’却下发expressway_first，VOS日志56995在18:02:36-18:02:55先播‘已切换高速优先’，后对‘切换到高架路线’回复不支持。
处理：语音NLU/泛化配置负责人删除‘高架/走高架’到expressway_first的错误映射，使‘我要走高架路线’‘切换到高架路线’均按不支持路线偏好处理；不改地图路线偏好定义。"	FALSE		可转语音		正式目标与实现已闭环：同车型UE无‘高架路线’偏好；缺陷是高架被泛化为expressway_first。修复范围只删错误映射，回归两句原话均不得改变路线偏好。	"Jira原票
VOS日志56995·18:02:36-18:02:55
Alchemy在线对话·BIGSUR·‘我要走高架路线’
C385&673导航UE V0.6·地图设置→01 设置→路线设置
Alchemy标准功能1450/深蓝项目功能24569"
2026-08-06	SLV-44408｜导航搜索结果卡片缺少返回控件	"现象：C673 SWD.7.06中进入‘导航到观音桥’搜索结果列表，标题区无返回键和关闭键，3/3必现；评论以相似卡片的关闭按钮为参考。[Jira原票·描述/评论][Jira视频·00:00-00:07]
正式定义：现行可见配置和同项目导航UE均明确搜索结果页标题显示返回键，点击返回上一级；没有要求该页显示X关闭按钮。[深蓝可见配置·地图-高德第330行][导航UE V0.3·搜索结果1.1]
范围核验：主PRD第23页的搜索结果列表与第29页地图选点详情属于不同阶段，后者的关闭面板规则不适用；当前V0.6仅更新地图设置，未改写搜索结果交互。[地图导航PRD V6.1·第23/29页][当前导航UE V0.6·第1页修改记录]"	"结论：定义为导航搜索结果卡片返回控件缺失；本场景不要求新增关闭按钮，但页面标题应显示返回键，当前实现未显示。
依据：深蓝可见配置‘地图-高德’第330行及C385&673导航UE V0.3‘选取目的地→03搜索结果→1.1结果列表和地图显示’均明确页面标题显示返回键并返回上一级；当前V0.6修改记录仅更新地图设置，未改写搜索结果交互；Jira视频video(3).mp4 00:00-00:07显示‘导航到观音桥’结果卡片无返回控件。
处理：补齐搜索结果卡片标题栏返回键，点击后返回上一级页面；不新增地图选点详情页的关闭按钮；Android地图研发负责人处理。"	FALSE		可转研发		回归需核对搜索结果标题栏返回键及返回上一级动作；不新增X关闭按钮，不套用地图选点详情规则。	"Jira原票·描述/评论
Jira视频·00:00-00:07
Jira相似页面截图·地图选点
深蓝可见配置·地图-高德第330行
地图导航PRD V6.1·第23/29页
导航UE V0.3·搜索结果1.1
当前导航UE V0.6·第1页修改记录"
2026-08-07	HUR-82827｜C385/LCDAText__5文言与当前清单/车机显示不一致	"现象：J90A EL阿拉伯语环境下触发后向辅助雷达遮挡警告，实车显示“تعطل حساسات رادار جانبية خلفية محجوبة”，测试以C385/LCDAText__5重复Key行阿语列为空作为预期。[Jira原票·描述/2026-08-06]
证据：当前正式LanguageList源文行的阿语与实车完全一致；对应重复Key迁移行阿语为空。[LanguageList源文·第75行][LanguageList重复Key·第551行][重复Key执行记录·第3988行]"	"结论：定义为非问题。J90A EL阿拉伯语环境下，后向辅助雷达遮挡应显示为“تعطل حساسات رادار جانبية خلفية محجوبة”；当前实车显示与生效LanguageList一致，不能以重复Key行阿语列为空作为“应显示空白”的产品预期。
依据：Jira原票·描述/2026-08-06、LanguageList源文·第75行、LanguageList重复Key·第551行。
处理：按非问题关闭本Bug；吴优处理。"	FALSE		可关闭		Key行阿语空值另按LanguageList重复Key数据治理处理，不作为车机缺陷	"Jira原票·描述/2026-08-06
LanguageList源文·第75行
LanguageList重复Key·第551行
重复Key执行记录·第3988行"
2026-08-07	HUR-82826｜C385/LCDAText__39文言与当前清单/车机显示不一致	"现象：J90A EL阿拉伯语环境下触发后向辅助系统异常警告，实车显示“تعطل نظام المساعدة الخلفي”，测试以C385/LCDAText__39重复Key行阿语列为空作为预期。[Jira原票·描述/2026-08-06]
证据：当前正式LanguageList源文行的阿语与实车完全一致；对应重复Key迁移行阿语为空。[LanguageList源文·第76行][LanguageList重复Key·第550行][重复Key执行记录·第3987行]"	"结论：定义为非问题。J90A EL阿拉伯语环境下，后向辅助系统异常应显示为“تعطل نظام المساعدة الخلفي”；当前实车显示与生效LanguageList一致，不能以重复Key行阿语列为空作为“应显示空白”的产品预期。
依据：Jira原票·描述/2026-08-06、LanguageList源文·第76行、LanguageList重复Key·第550行。
处理：按非问题关闭本Bug；吴优处理。"	FALSE		可关闭		Key行阿语空值另按LanguageList重复Key数据治理处理，不作为车机缺陷	"Jira原票·描述/2026-08-06
LanguageList源文·第76行
LanguageList重复Key·第550行
重复Key执行记录·第3987行"
2026-08-07	HUR-82824｜C385/LCDAText__35文言与当前清单/车机显示不一致	"现象：J90A EL阿拉伯语环境下触发后方追尾危险警告，实车显示“خطر الاصطدام الخلفي”，测试以C385/LCDAText__35重复Key行阿语列为空作为预期。[Jira原票·描述/2026-08-06]
证据：当前正式LanguageList源文行的阿语与实车完全一致；对应重复Key迁移行阿语为空。[LanguageList源文·第54行][LanguageList重复Key·第549行][重复Key执行记录·第3986行]"	"结论：定义为非问题。J90A EL阿拉伯语环境下，后方追尾危险应显示为“خطر الاصطدام الخلفي”；当前实车显示与生效LanguageList一致，不能以重复Key行阿语列为空作为“应显示空白”的产品预期。
依据：Jira原票·描述/2026-08-06、LanguageList源文·第54行、LanguageList重复Key·第549行。
处理：按非问题关闭本Bug；吴优处理。"	FALSE		可关闭		Key行阿语空值另按LanguageList重复Key数据治理处理，不作为车机缺陷	"Jira原票·描述/2026-08-06
LanguageList源文·第54行
LanguageList重复Key·第549行
重复Key执行记录·第3986行"
2026-08-07	HUR-82823｜C385/LCDAText__33文言与当前清单/车机显示不一致	"现象：C385/LCDAText__33文言与当前清单/车机显示不一致，测试以Key行空值或错误预期判断实车显示。[Jira原票·描述/评论]
证据：正式源文“请注意后方车辆”的目标语译文与实车一致；Key行第548行目标语为空。[LanguageList源文·第77行][LanguageList重复Key·第548行][重复Key记录·第3985行]"	"结论：定义为非问题。C385/LCDAText__33触发时应按正式source“请注意后方车辆”显示“يرجى الانتباه إلى السيارة من الخلف”；当前实车显示与生效LanguageList一致，不能以重复Key行空值或其他Topic文言作为预期。
依据：Jira原票·描述/评论、LanguageList源文·第77行。
处理：按非问题关闭本Bug；吴优处理。"	FALSE		可关闭		重复Key空值另按LanguageList数据治理处理，不作为车机缺陷	"Jira原票·描述/评论
LanguageList源文·第77行
LanguageList重复Key·第548行
重复Key记录·第3985行"
2026-08-07	HUR-82822｜C385/LCDAText__31文言与当前清单/车机显示不一致	"现象：C385/LCDAText__31文言与当前清单/车机显示不一致，测试以Key行空值或错误预期判断实车显示。[Jira原票·描述/评论]
证据：正式源文“请注意后方车辆”的目标语译文与实车一致；Key行第547行目标语为空。[LanguageList源文·第77行][LanguageList重复Key·第547行][重复Key记录·第3984行]"	"结论：定义为非问题。C385/LCDAText__31触发时应按正式source“请注意后方车辆”显示“يرجى الانتباه إلى السيارة من الخلف”；当前实车显示与生效LanguageList一致，不能以重复Key行空值或其他Topic文言作为预期。
依据：Jira原票·描述/评论、LanguageList源文·第77行。
处理：按非问题关闭本Bug；吴优处理。"	FALSE		可关闭		重复Key空值另按LanguageList数据治理处理，不作为车机缺陷	"Jira原票·描述/评论
LanguageList源文·第77行
LanguageList重复Key·第547行
重复Key记录·第3984行"
2026-08-07	HUR-82820｜C385/LCDAText__30文言与当前清单/车机显示不一致	"现象：C385/LCDAText__30文言与当前清单/车机显示不一致，测试以Key行空值或错误预期判断实车显示。[Jira原票·描述/评论]
证据：正式源文“开门预警功能已关闭”的目标语译文与实车一致；Key行第546行目标语为空。[LanguageList源文·第78行][LanguageList重复Key·第546行][重复Key记录·第3983行]"	"结论：定义为非问题。C385/LCDAText__30触发时应按正式source“开门预警功能已关闭”显示“وظيفة تحذير فتح الباب معطلة”；当前实车显示与生效LanguageList一致，不能以重复Key行空值或其他Topic文言作为预期。
依据：Jira原票·描述/评论、LanguageList源文·第78行。
处理：按非问题关闭本Bug；吴优处理。"	FALSE		可关闭		重复Key空值另按LanguageList数据治理处理，不作为车机缺陷	"Jira原票·描述/评论
LanguageList源文·第78行
LanguageList重复Key·第546行
重复Key记录·第3983行"
2026-08-07	HUR-82805｜TipInfo/BCM_LowPowerWarning__1文言与当前清单/车机显示不一致	"现象：TipInfo/BCM_LowPowerWarning__1文言与当前清单/车机显示不一致，测试以Key行空值或错误预期判断实车显示。[Jira原票·描述/评论]
证据：正式源文“车辆将在2分钟内自动下电
请启动车辆或检查蓄电池充电系统”的目标语译文与实车一致；Key行第376行目标语为空。[LanguageList源文·第202行][LanguageList重复Key·第376行][重复Key记录·第3813行]"	"结论：定义为非问题。TipInfo/BCM_LowPowerWarning__1触发时应按正式source“车辆将在2分钟内自动下电
请启动车辆或检查蓄电池充电系统”显示“سيتم إيقاف تشغيل السيارة آليًا في غضون دقيقتين 
يرجى تشغيل السيارة أو فحص نظام شحن البطارية”；当前实车显示与生效LanguageList一致，不能以重复Key行空值或其他Topic文言作为预期。
依据：Jira原票·描述/评论、LanguageList源文·第202行。
处理：按非问题关闭本Bug；吴优处理。"	FALSE		可关闭		重复Key空值另按LanguageList数据治理处理，不作为车机缺陷	"Jira原票·描述/评论
LanguageList源文·第202行
LanguageList重复Key·第376行
重复Key记录·第3813行"
2026-08-07	HUR-82804｜TipInfo/EPB_TextDisplay__8文言与当前清单/车机显示不一致	"现象：TipInfo/EPB_TextDisplay__8文言与当前清单/车机显示不一致，测试以Key行空值或错误预期判断实车显示。[Jira原票·描述/评论]
证据：正式源文“请切换至非P挡解除电子驻车”的目标语译文与实车一致；Key行第353行目标语为空。[LanguageList源文·第224行][LanguageList重复Key·第353行][重复Key记录·第3790行]"	"结论：定义为非问题。TipInfo/EPB_TextDisplay__8触发时应按正式source“请切换至非P挡解除电子驻车”显示“غيِّر وضع الركن لتحرير Electric Parking Brake (EPB)‎”；当前实车显示与生效LanguageList一致，不能以重复Key行空值或其他Topic文言作为预期。
依据：Jira原票·描述/评论、LanguageList源文·第224行。
处理：按非问题关闭本Bug；吴优处理。"	FALSE		可关闭		重复Key空值另按LanguageList数据治理处理，不作为车机缺陷	"Jira原票·描述/评论
LanguageList源文·第224行
LanguageList重复Key·第353行
重复Key记录·第3790行"
2026-08-07	HUR-82803｜TipInfo/TCU_ParkRelAPosnIPReq__2文言与当前清单/车机显示不一致	"现象：TipInfo/TCU_ParkRelAPosnIPReq__2文言与当前清单/车机显示不一致，测试以Key行空值或错误预期判断实车显示。[Jira原票·描述/评论]
证据：正式源文“请按下解锁按钮以切换挡位”的目标语译文与实车一致；Key行第397行目标语为空。[LanguageList源文·第181行][LanguageList重复Key·第397行][重复Key记录·第3834行]"	"结论：定义为非问题。TipInfo/TCU_ParkRelAPosnIPReq__2触发时应按正式source“请按下解锁按钮以切换挡位”显示“يرجى الضغط على زر الفتح لتحويل الغيار”；当前实车显示与生效LanguageList一致，不能以重复Key行空值或其他Topic文言作为预期。
依据：Jira原票·描述/评论、LanguageList源文·第181行。
处理：按非问题关闭本Bug；吴优处理。"	FALSE		可关闭		重复Key空值另按LanguageList数据治理处理，不作为车机缺陷	"Jira原票·描述/评论
LanguageList源文·第181行
LanguageList重复Key·第397行
重复Key记录·第3834行"
